Address,Type,Sorce,届出番号など,住宅宿泊施設名,Address Data
大田区南蒲田二丁目10番19－101～103・105～107・201～203・205～207・301～303・305～307号,特区民泊,南蒲田二丁目10番19－101～103・105～107・201～203・205～207・301～303・305～307号,136 M-1 Tokyo 南蒲田,,大田区南蒲田二丁目10番19－101～103・105～107・201～203・205～207・301～303・305～307号
大田区南蒲田二丁目11番22号,特区民泊,南蒲田二丁目11番22号,137 Happiness Home-1 ,,大田区南蒲田二丁目11番22号
大田区南蒲田二丁目28番27－303号,特区民泊,南蒲田二丁目28番27－303号,138 プリマヴェーラ303 ,,大田区南蒲田二丁目28番27－303号
大田区南蒲田三丁目10番７号,特区民泊,南蒲田三丁目10番７号,139 Smile Inn Tokyo-Kojiya ,,大田区南蒲田三丁目10番７号
大田区西蒲田三丁目21番16－２－B号,特区民泊,西蒲田三丁目21番16－２－B号,140 アレイン２－B号室,,大田区西蒲田三丁目21番16－２－B号
大田区西蒲田四丁目２番２号,特区民泊,西蒲田四丁目２番２号,141 木下邸,,大田区西蒲田四丁目２番２号
大田区西蒲田四丁目25番13－202号,特区民泊,西蒲田四丁目25番13－202号,142 西蒲田ColorBee House ,,大田区西蒲田四丁目25番13－202号
大田区西蒲田五丁目11番９号,特区民泊,西蒲田五丁目11番９号,143 グローバルハウス,,大田区西蒲田五丁目11番９号
大田区西蒲田六丁目９番10－101号,特区民泊,西蒲田六丁目９番10－101号,144 Leopalace TOKYO KAMATA（レオパレス東京蒲田） ,,大田区西蒲田六丁目９番10－101号
大田区西蒲田七丁目14番１－203・303・403・603・703号,特区民泊,西蒲田七丁目14番１－203・303・403・603・703号,145 株式会社弘城　西社宅,,大田区西蒲田七丁目14番１－203・303・403・603・703号
大田区西蒲田七丁目42番７－202・303・403号,特区民泊,西蒲田七丁目42番７－202・303・403号,146 SPACE KURO ,,大田区西蒲田七丁目42番７－202・303・403号
大田区西蒲田七丁目42番７－502号,特区民泊,西蒲田七丁目42番７－502号,147 エイビス西蒲田ビル　502号,,大田区西蒲田七丁目42番７－502号
大田区西蒲田七丁目36番７－402号,特区民泊,西蒲田七丁目36番７－402号,148 ミソノプラザ,,大田区西蒲田七丁目36番７－402号
大田区西蒲田七丁目60番３－403号,特区民泊,西蒲田七丁目60番３－403号,149 みせんビル　403号,,大田区西蒲田七丁目60番３－403号
大田区西蒲田七丁目63番８号（２階）,特区民泊,西蒲田七丁目63番８号（２階）,150 西蒲田７丁目店舗戸建,,大田区西蒲田七丁目63番８号（２階）
大田区西蒲田八丁目４番２－706号,特区民泊,西蒲田八丁目４番２－706号,151 XEBEC（ジーベック）蒲田Station-exe.706 ,,大田区西蒲田八丁目４番２－706号
大田区蒲田一丁目８番14号,特区民泊,蒲田一丁目８番14号,152 三正ハウス,,大田区蒲田一丁目８番14号
大田区蒲田二丁目13番10号,特区民泊,蒲田二丁目13番10号,153 梅屋敷の館,,大田区蒲田二丁目13番10号
大田区蒲田三丁目14番６－101～103・201～203・301～303号,特区民泊,蒲田三丁目14番６－101～103・201～203・301～303号,154 M‐1 Tokyo 蒲田,,大田区蒲田三丁目14番６－101～103・201～203・301～303号
大田区蒲田四丁目26番４－101・102・201・202・301・302・401・402・501・502号,特区民泊,蒲田四丁目26番４－101・102・201・202・301・302・401・402・501・502号,155 VACATION INN KAMATA Ⅰ(バケーション・イン蒲田Ⅰ）,,大田区蒲田四丁目26番４－101・102・201・202・301・302・401・402・501・502号
大田区蒲田四丁目27番４－101・102・201～203・301～303・401～403・501～503号,特区民泊,蒲田四丁目27番４－101・102・201～203・301～303・401～403・501～503号,156 ＫＡＲＩＯ　ＫＡＭＡＴＡ,,大田区蒲田四丁目27番４－101・102・201～203・301～303・401～403・501～503号
大田区蒲田四丁目31番６－101～103・201～205・301～305・401～404・501～503号,特区民泊,蒲田四丁目31番６－101～103・201～205・301～305・401～404・501～503号,157 TOKYO KAMATA 4316,,大田区蒲田四丁目31番６－101～103・201～205・301～305・401～404・501～503号
大田区蒲田四丁目31番12－201号,特区民泊,蒲田四丁目31番12－201号,158 シティプラザ蒲田,,大田区蒲田四丁目31番12－201号
大田区蒲田五丁目４番４号（２階）,特区民泊,蒲田五丁目４番４号（２階）,159 イルカ　イルカ　ハウス,,大田区蒲田五丁目４番４号（２階）
大田区蒲田五丁目21番１号（３階から５階）,特区民泊,蒲田五丁目21番１号（３階から５階）,160 YU`S HOUSE ,,大田区蒲田五丁目21番１号（３階から５階）
大田区蒲田本町一丁目６番９－101～103・201～203・301～303号,特区民泊,蒲田本町一丁目６番９－101～103・201～203・301～303号,161 M-1 Tokyo 蒲田本町,,大田区蒲田本町一丁目６番９－101～103・201～203・301～303号
大田区蒲田本町一丁目７番２号,特区民泊,蒲田本町一丁目７番２号,162 蒲田本町ColorBee House ,,大田区蒲田本町一丁目７番２号
大田区蒲田本町二丁目６番２号,特区民泊,蒲田本町二丁目６番２号,163 May Guest House ,,大田区蒲田本町二丁目６番２号
大田区蒲田本町二丁目６番10号,特区民泊,蒲田本町二丁目６番10号,164 KAMATA ANN ,,大田区蒲田本町二丁目６番10号
大田区新蒲田一丁目３番１－101号,特区民泊,新蒲田一丁目３番１－101号,165 ルミエール泉,,大田区新蒲田一丁目３番１－101号
大田区大森東四丁目23番２号,簡易宿所,大森東四丁目23番２号,1 旅の宿　大森倉庫,,大田区大森東四丁目23番２号
大田区大森東四丁目23番２号,簡易宿所,大森東四丁目23番２号,2 旅の宿　大森倉庫別館,,大田区大森東四丁目23番２号
大田区大森西二丁目11番21号,旅館・ホテル,大森西二丁目11番21号,3 Cosmo　House ,,大田区大森西二丁目11番21号
大田区大森西二丁目32番１号,簡易宿所,大森西二丁目32番１号,4 GUEST HOUSE SHIE SHIMI ,,大田区大森西二丁目32番１号
大田区大森西三丁目32番７号,旅館・ホテル,大森西三丁目32番７号,5 ホテルビジネスヴィラ大森,,大田区大森西三丁目32番７号
大田区大森北一丁目１番７号,旅館・ホテル,大森北一丁目１番７号,6 HOTEL BAR GRANTiOS　別邸,,大田区大森北一丁目１番７号
大田区大森北一丁目６番16号,旅館・ホテル,大森北一丁目６番16号,7 大森東急REIホテル,,大田区大森北一丁目６番16号
大田区大森北一丁目27番10号,旅館・ホテル,大森北一丁目27番10号,8 ホテルデュオ　　　　　　　　　　,,大田区大森北一丁目27番10号
大田区大森北一丁目28番４号,旅館・ホテル,大森北一丁目28番４号,9 旅館ピュア　　　　　　　　　　,,大田区大森北一丁目28番４号
大田区大森北一丁目34番16号,簡易宿所,大森北一丁目34番16号,10 カプセルホテル＆サウナみづほ,,大田区大森北一丁目34番16号
大田区大森北二丁目15番３号,旅館・ホテル,大森北二丁目15番３号,11 Bell Forest Inn ,,大田区大森北二丁目15番３号
大田区大森北二丁目16番１号,旅館・ホテル,大森北二丁目16番１号,12 ホテル パリオ,,大田区大森北二丁目16番１号
大田区大森北二丁目16番６号,旅館・ホテル,大森北二丁目16番６号,13 カイガン物語,,大田区大森北二丁目16番６号
大田区大森北二丁目16番9号,旅館・ホテル,大森北二丁目16番9号,14 Bell Forest Inn Zakone ,,大田区大森北二丁目16番9号
大田区大森北二丁目17番４号,旅館・ホテル,大森北二丁目17番４号,15 南国　　　　　　　　　　　,,大田区大森北二丁目17番４号
大田区大森北二丁目17番５号,旅館・ホテル,大森北二丁目17番５号,16 エレガンス　　　　　　　　　　,,大田区大森北二丁目17番５号
大田区大森北二丁目17番７号,旅館・ホテル,大森北二丁目17番７号,17 二番館,,大田区大森北二丁目17番７号
大田区大森北二丁目17番８号,旅館・ホテル,大森北二丁目17番８号,18 AROMA GARU（アロマ　ガル） ,,大田区大森北二丁目17番８号
大田区大森本町一丁目２番10号,旅館・ホテル,大森本町一丁目２番10号,19 Tmark City Hotel TOKYO OMORI ,,大田区大森本町一丁目２番10号
大田区大森本町二丁目17番８号,簡易宿所,大森本町二丁目17番８号,20 Ｔハウス,,大田区大森本町二丁目17番８号
大田区平和島四丁目２番15号,旅館・ホテル,平和島四丁目２番15号,21 大田区青少年交流センター,,大田区平和島四丁目２番15号
大田区北馬込二丁目31番１号,旅館・ホテル,北馬込二丁目31番１号,22 ホテル　ステイシード,,大田区北馬込二丁目31番１号
大田区北馬込二丁目31番６号,旅館・ホテル,北馬込二丁目31番６号,23 東京イン　　　　　　　　　　　,,大田区北馬込二丁目31番６号
大田区中央二丁目７番２号,旅館・ホテル,中央二丁目７番２号,24 大森ハッピースマイルホテル,,大田区中央二丁目７番２号
大田区中央八丁目31番４号,簡易宿所,中央八丁目31番４号,25 万雅家和,,大田区中央八丁目31番４号
大田区池上一丁目２番１号,旅館・ホテル,池上一丁目２番１号,26 朗峰会館　　　　　　　　　　　,,大田区池上一丁目２番１号
大田区東糀谷二丁目11番18号,旅館・ホテル,東糀谷二丁目11番18号,27 変なホテル東京 羽田,,大田区東糀谷二丁目11番18号
大田区東糀谷三丁目１番６号,簡易宿所,東糀谷三丁目１番６号,28 Guesthouse扇子,,大田区東糀谷三丁目１番６号
大田区東糀谷三丁目12番８号,旅館・ホテル,東糀谷三丁目12番８号,29 羽田イン,,大田区東糀谷三丁目12番８号
大田区西糀谷三丁目28番９号,旅館・ホテル,西糀谷三丁目28番９号,30 Numero Uno Tokyo ,,大田区西糀谷三丁目28番９号
大田区西糀谷三丁目30番13号,簡易宿所,西糀谷三丁目30番13号,31 HISAYO’S INN ,,大田区西糀谷三丁目30番13号
大田区羽田旭町４番11号,旅館・ホテル,羽田旭町４番11号,32 ホテルJALシティ羽田東京,,大田区羽田旭町４番11号
大田区羽田旭町４番16号,旅館・ホテル,羽田旭町４番16号,33 ホテルJALシティ 羽田 東京 ウエスト ウイング,,大田区羽田旭町４番16号
大田区羽田一丁目１番７号,旅館・ホテル,羽田一丁目１番７号,34 東横イン羽田空港Ⅱ ,,大田区羽田一丁目１番７号
大田区羽田一丁目２番１号,旅館・ホテル,羽田一丁目２番１号,35 東横イン羽田空港Ⅰ ,,大田区羽田一丁目２番１号
大田区羽田一丁目15番16号,簡易宿所,羽田一丁目15番16号,36 BeagleTokyo Hostel & Apartments ,,大田区羽田一丁目15番16号
大田区羽田三丁目２番８号,簡易宿所,羽田三丁目２番８号,37 328　HOSTEL＆LOUNGE ,,大田区羽田三丁目２番８号
大田区羽田四丁目４番13号,旅館・ホテル,羽田四丁目４番13号,38 ビジネスホテル　梅月,,大田区羽田四丁目４番13号
大田区羽田四丁目５番１号,簡易宿所,羽田四丁目５番１号,39 HOSTEL BookCafeはねだぷりん,,大田区羽田四丁目５番１号
大田区羽田四丁目14番４号,旅館・ホテル,羽田四丁目14番４号,40 京急ＥＸイン 羽田・穴守稲荷駅前,,大田区羽田四丁目14番４号
大田区羽田五丁目１番13号,旅館・ホテル,羽田五丁目１番13号,41 ホテルマイステイズ羽田,,大田区羽田五丁目１番13号
大田区羽田五丁目５番14号,旅館・ホテル,羽田五丁目５番14号,42 京急ＥＸイン羽田,,大田区羽田五丁目５番14号
大田区羽田五丁目13番４号,簡易宿所,羽田五丁目13番４号,43 IKIDANE Cozy Hotel 羽田空港,,大田区羽田五丁目13番４号
大田区羽田五丁目22番５号,旅館・ホテル,羽田五丁目22番５号,44 エアポート イン,,大田区羽田五丁目22番５号
大田区羽田五丁目23番5号,簡易宿所,羽田五丁目23番5号,45 plat hostel keikyu haneda home ,,大田区羽田五丁目23番5号
大田区羽田五丁目23番７号,旅館・ホテル,羽田五丁目23番７号,46 Ｔｈｅａｔｅｌ　Ｈａｎｅｄａ ,,大田区羽田五丁目23番７号
大田区羽田空港二丁目６番５号,旅館・ホテル,羽田空港二丁目６番５号,47 ザ　ロイヤルパークホテル　東京羽田,,大田区羽田空港二丁目６番５号
大田区羽田空港二丁目７番１号,旅館・ホテル,羽田空港二丁目７番１号,48 住友不動産ホテル　ヴィラフォンテーヌ　グランド　羽田空港,,大田区羽田空港二丁目７番１号
大田区羽田空港二丁目７番１号,旅館・ホテル,羽田空港二丁目７番１号,49 住友不動産ホテル　ヴィラフォンテーヌ　プレミア　羽田空港,,大田区羽田空港二丁目７番１号
大田区羽田空港三丁目３番２号,簡易宿所,羽田空港三丁目３番２号,50 ファーストキャビン羽田ターミナル１ ,,大田区羽田空港三丁目３番２号
大田区羽田空港三丁目４番２号,旅館・ホテル,羽田空港三丁目４番２号,51 羽田エクセルホテル東急,,大田区羽田空港三丁目４番２号
大田区萩中三丁目６番９号,旅館・ホテル,萩中三丁目６番９号,52 リリーフプレミアム羽田空港,,大田区萩中三丁目６番９号
大田区東六郷二丁目14番14号,旅館・ホテル,東六郷二丁目14番14号,53 THE CANAAN HOTEL ,,大田区東六郷二丁目14番14号
大田区西六郷四丁目16番16号,簡易宿所,西六郷四丁目16番16号,54 晴友館,,大田区西六郷四丁目16番16号
大田区仲六郷四丁目13番８号,簡易宿所,仲六郷四丁目13番８号,55 太陽館,,大田区仲六郷四丁目13番８号
大田区仲六郷四丁目17番６号,簡易宿所,仲六郷四丁目17番６号,56 太陽荘新館,,大田区仲六郷四丁目17番６号
大田区仲六郷四丁目18番１号,簡易宿所,仲六郷四丁目18番１号,57 旅館おおさわ,,大田区仲六郷四丁目18番１号
大田区仲六郷四丁目18番１号,簡易宿所,仲六郷四丁目18番１号,58 ながら館,,大田区仲六郷四丁目18番１号
大田区仲六郷四丁目18番３号,簡易宿所,仲六郷四丁目18番３号,59 第一岐阜館,,大田区仲六郷四丁目18番３号
大田区東蒲田二丁目17番３号,簡易宿所,東蒲田二丁目17番３号,60 Japan Hostel 深夜特急,,大田区東蒲田二丁目17番３号
大田区東蒲田二丁目35番６号,簡易宿所,東蒲田二丁目35番６号,61 Haneda Family Hostel ,,大田区東蒲田二丁目35番６号
大田区南蒲田一丁目３番15号,旅館・ホテル,南蒲田一丁目３番15号,62 ホテルオリエンタルエクスプレス東京蒲田,,大田区南蒲田一丁目３番15号
大田区南蒲田一丁目25番13号,旅館・ホテル,南蒲田一丁目25番13号,63 リリーフプレミアム羽田,,大田区南蒲田一丁目25番13号
大田区西蒲田五丁目19番17号,旅館・ホテル,西蒲田五丁目19番17号,64 スーパーホテル東京・ＪＲ蒲田西口,,大田区西蒲田五丁目19番17号
大田区西蒲田六丁目36番16号,旅館・ホテル,西蒲田六丁目36番16号,65 ホテル　the Lip ,,大田区西蒲田六丁目36番16号
大田区西蒲田七丁目３番７号,旅館・ホテル,西蒲田七丁目３番７号,66 シティホテル　弘城,,大田区西蒲田七丁目３番７号
大田区西蒲田七丁目４番11号,旅館・ホテル,西蒲田七丁目４番11号,67 ホテルアマネク　蒲田駅前,,大田区西蒲田七丁目４番11号
大田区西蒲田七丁目４番12号,旅館・ホテル,西蒲田七丁目４番12号,68 SPA & HOTEL　和　なごみ,,大田区西蒲田七丁目４番12号
大田区西蒲田七丁目21番５号,旅館・ホテル,西蒲田七丁目21番５号,69 ホテル トムス,,大田区西蒲田七丁目21番５号
大田区西蒲田七丁目24番６号,旅館・ホテル,西蒲田七丁目24番６号,70 ロッシェル,,大田区西蒲田七丁目24番６号
大田区西蒲田七丁目24番７号,旅館・ホテル,西蒲田七丁目24番７号,71 レッドルーフ　イン蒲田／羽田　東京,,大田区西蒲田七丁目24番７号
大田区西蒲田七丁目25番10号,旅館・ホテル,西蒲田七丁目25番10号,72 アーバイン東京・羽田蒲田,,大田区西蒲田七丁目25番10号
大田区西蒲田七丁目33番５号,旅館・ホテル,西蒲田七丁目33番５号,73 ビジネスホテル新力　３号館,,大田区西蒲田七丁目33番５号
大田区西蒲田七丁目33番10号,旅館・ホテル,西蒲田七丁目33番10号,74 ホテル　パール,,大田区西蒲田七丁目33番10号
大田区西蒲田七丁目33番10号,旅館・ホテル,西蒲田七丁目33番10号,75 ホテル　ロイヤル,,大田区西蒲田七丁目33番10号
大田区西蒲田七丁目34番２号,旅館・ホテル,西蒲田七丁目34番２号,76 アパホテル〈蒲田駅西〉,,大田区西蒲田七丁目34番２号
大田区西蒲田七丁目40番４号,旅館・ホテル,西蒲田七丁目40番４号,77 ホテル　アミ,,大田区西蒲田七丁目40番４号
大田区西蒲田七丁目42番10号,旅館・ホテル,西蒲田七丁目42番10号,78 ホテル ラムセスリゾート,,大田区西蒲田七丁目42番10号
大田区西蒲田七丁目49番５号,旅館・ホテル,西蒲田七丁目49番５号,79 西鉄イン蒲田,,大田区西蒲田七丁目49番５号
大田区西蒲田八丁目７番７号,旅館・ホテル,西蒲田八丁目７番７号,80 東横イン蒲田Ⅰ ,,大田区西蒲田八丁目７番７号
大田区西蒲田八丁目11番７号,旅館・ホテル,西蒲田八丁目11番７号,81 くらしの友蒲田総合斎場,,大田区西蒲田八丁目11番７号
大田区西蒲田八丁目20番11号,旅館・ホテル,西蒲田八丁目20番11号,82 ホテルビスタ蒲田,,大田区西蒲田八丁目20番11号
大田区蒲田三丁目10番24号,旅館・ホテル,蒲田三丁目10番24号,83 HOTEL　relaxing ,,大田区蒲田三丁目10番24号
大田区蒲田三丁目15番12号,旅館・ホテル,蒲田三丁目15番12号,84 アイホテル京急蒲田,,大田区蒲田三丁目15番12号
大田区蒲田三丁目18番２号,旅館・ホテル,蒲田三丁目18番２号,85 ホテルルートイン東京蒲田,,大田区蒲田三丁目18番２号
大田区蒲田四丁目５番２号,旅館・ホテル,蒲田四丁目５番２号,86 ルミネンホテル,,大田区蒲田四丁目５番２号
大田区蒲田四丁目18番24号,旅館・ホテル,蒲田四丁目18番24号,87 アパホテル京急蒲田駅前,,大田区蒲田四丁目18番24号
大田区蒲田四丁目22番７号,旅館・ホテル,蒲田四丁目22番７号,88 ホテル　ビラ　センメイ,,大田区蒲田四丁目22番７号
大田区蒲田四丁目23番１号,旅館・ホテル,蒲田四丁目23番１号,89 東急ステイ蒲田,,大田区蒲田四丁目23番１号
大田区蒲田四丁目23番13号,旅館・ホテル,蒲田四丁目23番13号,90 チサンイン蒲田,,大田区蒲田四丁目23番13号
大田区蒲田五丁目２番８号,旅館・ホテル,蒲田五丁目２番８号,91 ホテル　オズ,,大田区蒲田五丁目２番８号
大田区蒲田五丁目２番９号,旅館・ホテル,蒲田五丁目２番９号,92 ホテル　とき,,大田区蒲田五丁目２番９号
大田区蒲田五丁目２番９号,旅館・ホテル,蒲田五丁目２番９号,93 ホテル彩　蒲田店,,大田区蒲田五丁目２番９号
大田区蒲田五丁目５番３号,旅館・ホテル,蒲田五丁目５番３号,94 ホテル　オーク,,大田区蒲田五丁目５番３号
大田区蒲田五丁目６番３号,旅館・ホテル,蒲田五丁目６番３号,95 ビジネスホテルソーシャル,,大田区蒲田五丁目６番３号
大田区蒲田五丁目６番６号,旅館・ホテル,蒲田五丁目６番６号,96 ミヤビイン蒲田,,大田区蒲田五丁目６番６号
大田区蒲田五丁目６番８号,旅館・ホテル,蒲田五丁目６番８号,97 ビジネスホテル 新力４号館,,大田区蒲田五丁目６番８号
大田区蒲田五丁目６番14号,旅館・ホテル,蒲田五丁目６番14号,98 ホテル　ラピス,,大田区蒲田五丁目６番14号
大田区蒲田五丁目６番14号,旅館・ホテル,蒲田五丁目６番14号,99 ビジネスホテル　オークイン３ ,,大田区蒲田五丁目６番14号
大田区蒲田五丁目９番13号,旅館・ホテル,蒲田五丁目９番13号,100 ビジネス イン 和,,大田区蒲田五丁目９番13号
大田区蒲田五丁目９番19号,旅館・ホテル,蒲田五丁目９番19号,101 グランパークホテル　パネックス東京,,大田区蒲田五丁目９番19号
大田区蒲田五丁目10番２号,旅館・ホテル,蒲田五丁目10番２号,102 日港福会館,,大田区蒲田五丁目10番２号
大田区蒲田五丁目12番12号,旅館・ホテル,蒲田五丁目12番12号,103 アーヴェストホテル蒲田（東口） ,,大田区蒲田五丁目12番12号
大田区蒲田五丁目18番４号,旅館・ホテル,蒲田五丁目18番４号,104 東横イン蒲田東口,,大田区蒲田五丁目18番４号
大田区蒲田五丁目19番３号,旅館・ホテル,蒲田五丁目19番３号,105 ロイヤルタヒチ,,大田区蒲田五丁目19番３号
大田区蒲田五丁目19番12号,旅館・ホテル,蒲田五丁目19番12号,106 相鉄フレッサイン 東京蒲田,,大田区蒲田五丁目19番12号
大田区蒲田五丁目20番５号,簡易宿所,蒲田五丁目20番５号,107 カプセルイン蒲田,,大田区蒲田五丁目20番５号
大田区蒲田五丁目23番１号,旅館・ホテル,蒲田五丁目23番１号,108 R&Bホテル蒲田東口,,大田区蒲田五丁目23番１号
大田区蒲田五丁目24番４号,簡易宿所,蒲田五丁目24番４号,109 ナインアワーズ蒲田,,大田区蒲田五丁目24番４号
大田区蒲田五丁目24番９号,旅館・ホテル,蒲田五丁目24番９号,110 ニューアリス,,大田区蒲田五丁目24番９号
大田区蒲田五丁目28番18号,旅館・ホテル,蒲田五丁目28番18号,111 京急EXイン蒲田,,大田区蒲田五丁目28番18号
大田区蒲田五丁目31番５号,旅館・ホテル,蒲田五丁目31番５号,112 アパホテル〈蒲田駅東〉,,大田区蒲田五丁目31番５号
大田区蒲田五丁目46番５号,旅館・ホテル,蒲田五丁目46番５号,113 ホテルマイステイズ蒲田,,大田区蒲田五丁目46番５号
大田区蒲田本町二丁目27番３号,旅館・ホテル,蒲田本町二丁目27番３号,114 さくらすてい京急蒲田,,大田区蒲田本町二丁目27番３号